Id;Nombre;Longitud;Latitud
490;Avda. Sierra Nevada - Los Pinillos;-3.527082;37.158166
491;Plaza Isabel la Católica 4;-3.59694;37.175524
492;Avda. América 2;-3.601062;37.16211
493;Avda. Investigación - Fte Hospital Campus Salud;-3.605201;37.147687
494;Avda. Investigación - Fte Hospitalización Campus Salud;-3.603199;37.146875
495;Avda. Ilustración 110;-3.599171;37.149089
496;Avda. Ilustración - Dílar;-3.601168;37.149088
497;Ronda de Alfareros 18 - AAVV;-3.595767;37.199482
498;Gran Vía 14 - Catedral;-3.598082;37.176903
499;Constitución 7;-3.603557;37.183504
500;Avda. Constitución 20;-3.605744;37.185016
501;Beethoven - Fte IES Mariana Pineda;-3.604913;37.157407
502;Gran Vía 54;-3.600945;37.182127
503;Acera del Darro 30 - Fuente de las Batallas;-3.599018;37.171784
504;Avda. Innovación - Parque Tecnológico;-3.606984;37.148205
505;Prof. Vicente Callao - Fte Facultad Teología;-3.598722;37.195194
506;Prof. Vicente Callao - Facultad Teología;-3.598439;37.195244
507;Acera del Darro 1 - Fuente de las Batallas;-3.59851;37.171348
508;Profesor Clavera - Fte Alojamientos Universitarios;-3.598039;37.190639
509;Profesor Clavera - Instituto Andaluz de Geofísica;-3.596709;37.190652
510;Profesor Clavera - Facultad Filosofía y Letras;-3.596533;37.190819
511;Profesor Clavera - Facultad Económicas y Empresariales;-3.595238;37.192045
512;Profesor Clavera - Facultad Psicología 1;-3.594899;37.193551
513;Profesor Clavera - Facultad Farmacia 2;-3.596072;37.196006
514;Profesor Clavera - Facultad Farmacia 1;-3.596092;37.195731
515;Prof. Vicente Callao - Facultad Ciencias Educación;-3.599104;37.19301
516;Fontiveros 46;-3.593656;37.161239
517;Avda. Santa María Alhambra - Secanillo Alto;-3.581893;37.169585
518;Avda. Santa María Alhambra - Cno. Nuevo Cementerio 82;-3.582773;37.168505
519;Avda. Santa María Alhambra - Cno. Nuevo Cementerio 59;-3.582775;37.168595
520;Avda. Santa María Alhambra - Fte Hospital;-3.572383;37.164034
521;Avda. Santa María Alhambra - Hospital;-3.572374;37.164192
522;Plaza de las Américas;-3.601738;37.162605
523;Avda. Fuente Nueva - Facultad Ciencias;-3.609239;37.178574
524;Cno. Ronda 105 - Méndez Núñez;-3.609463;37.175906
525;Gabriela Mistral 14 - Parque Nueva Granada;-3.595289;37.204597
526;María Maeztu - Parque Nueva Granada;-3.595108;37.205543
527;Avda. Andalucía 121;-3.629506;37.195449
528;Periodista Rafael Gómez Montero 3;-3.624406;37.197468
529;Mirador Veleta 11;-3.555648;37.210067
530;Cno. Viejo del Fargue - Fte 69;-3.582099;37.194425
531;Cno. Viejo del Fargue 69;-3.582158;37.194476
532;Juan Pablo II 1 - Fte Traumatología;-3.60795;37.191899
533;Pablo Picasso 10;-3.597166;37.163593
534;Avda. Dílar 9;-3.599151;37.161816
535;Fernando de los Ríos 43 - Colonia San Sebastián;-3.609711;37.155664
536;Baden Powell - Santa Juliana;-3.60885;37.153549
537;Baden Powell - Fte Santa Juliana;-3.607154;37.152594
538;Félix Rodríguez de la Fuente 16;-3.60603;37.153829
539;Plaza Agustiín Laborde;-3.597667;37.203354
540;Casería del Cerro - C. Magisterio La Inmaculada;-3.611602;37.206174
541;Avda. Dílar 10;-3.599312;37.161861
542;Avda. Dílar 2;-3.598007;37.163827
543;Arabial 16;-3.605638;37.167394
544;Avda. América - Fte Centro Salud Zaidín;-3.600066;37.161342
545;Tete Montoliú - Junta de Andalucía;-3.606712;37.198179
546;Andújar;-3.618978;37.208918
547;Palacio de Congresos - Plaza Rotary;-3.597889;37.166406
548;Acera del Darro 96;-3.59661;37.168501
549;Acera del Darro 98 - Humilladero;-3.596659;37.168572
550;Gran Vía 29 - Marqués de Falces;-3.599441;37.179106
551;Gran Vía 61;-3.60132;37.182443
552;Sánchez Cotán - Fte 4;-3.604462;37.200486
553;Sánchez Cotán 1;-3.604402;37.201795
554;Luis Miranda Dávalos 93;-3.614228;37.195298
555;José María Carulla 29;-3.622429;37.194886
556;Circunvalación Encina 4;-3.621271;37.189248
557;Poeta Gracián 5;-3.599131;37.153583
558;Pintor Maldonado - Estadio los Cármenes;-3.596988;37.152225
559;Torre de Comares - Palacio Deportes;-3.594372;37.152355
560;Primavera 27;-3.593731;37.162366
561;Primavera 23;-3.592087;37.162148
562;Sancho Panza 18;-3.590419;37.162083
563;Sancho Panza 2;-3.587891;37.163156
564;Sancho Panza 3;-3.587752;37.163022
565;Sancho Panza 17;-3.590299;37.161937
566;Primavera 24;-3.592146;37.161874
567;Primavera 18;-3.593819;37.162098
568;Poeta Gracián 8;-3.598554;37.153427
569;Poeta Gracián 2;-3.600085;37.1536
570;José María Carulla 10;-3.623327;37.193704
571;Luis Miranda Dávalos 44;-3.614154;37.195667
572;Campus Universitario - Doctor Salvatierra Fte 2;-3.598126;37.192291
573;Andrés Segovia - Fte Centro Cívico Zaidín;-3.595249;37.158425
574;Cno. Nuevo del Cementerio 59;-3.582026;37.168343
575;Cno. Nuevo del Cementerio;-3.588645;37.172517
576;Plaza Einstein;-3.60974;37.178433
577;Avda. del Sur - Delegación Provincial de Salud;-3.61266;37.187535
578;Avda. Federico García Lorca 30;-3.619883;37.202766
579;Juan Pablo II - frente Parque Norte de Bomberos;-3.618219;37.204928
580;Joaquina Eguaras - Escuela Municipal Flamenco;-3.610618;37.203928
581;Avda. Constitución 21;-3.606862;37.185146
582;Avda. de la Ilustración 80;-3.602386;37.149095
583;Ronda de Panaderos 4;-3.598902;37.20056
584;Dña. Mª Manuela -  Fte 8;-3.596988;37.200466
585;Ronda de Alfareros 7;-3.597253;37.199005
586;Ronda de Alfareros 4;-3.598238;37.19791
587;Merced Alta - Centro Comercial;-3.619438;37.209914
588;José Mezcua Ruiz - Avda. Andalucía;-3.623753;37.193395
589;Virgen de la Consolación 19;-3.628745;37.190167
590;Gran Vía 4 - Catedral;-3.59782;37.176428
591;Plaza del Humilladero 1;-3.596525;37.169314
592;Acera del Casino 5 - Puerta Real;-3.599153;37.172468
593;Avda. Constitución 2 - Triunfo;-3.6026;37.183452
594;Avda. Constitución 27 - Estación Ferrocarril;-3.608124;37.185755
595;Caleta - Hospital;-3.610588;37.187239
596;Avda. Constitución 41- Caleta - Juzgados;-3.610085;37.186726
597;Villarejo;-3.614862;37.189081
598;Sacromonte - Puente Mariano;-3.575058;37.181851
599;Cuesta del Caidero 2;-3.588699;37.17044
600;Cuesta del Caidero 9;-3.588616;37.17053
601;Pedro Temboury 18;-3.611109;37.20308
602;Pedro Temboury 15;-3.61132;37.20316
603;Avda. Federico García Lorca 24;-3.617716;37.200602
604;Gran Vía 7 - Catedral;-3.598256;37.176935
605;Severo Ochoa - Comedores Universitarios;-3.605603;37.182525
606;Severo Ochoa 11;-3.605419;37.18244
607;Pedro Temboury 1;-3.613881;37.201841
608;Molinos 67;-3.590158;37.170485
609;Molinos 68;-3.590512;37.170708
610;Merced Alta- CEIP Arrayanes;-3.61635;37.210693
611;Aconcagua Fte 50;-3.575891;37.158115
612;Aconcagua Fte 22;-3.577655;37.159299
613;Avda. Madrid Fte 31;-3.606893;37.19085
614;Cno. Alfacar - Junto Residencia Fdo. de los Rios;-3.597836;37.202285
615;Puerta de los Guzmanes;-3.599784;37.197409
616;Francisco Ayala 37;-3.61724;37.193421
617;Calicasas - Fte 7;-3.619752;37.205217
618;Juan Pablo II - Fte 23;-3.610939;37.197943
619;Santo Sepulcro - Fte. Ermita;-3.577336;37.181628
620;Ermita Santo Sepulcro;-3.577405;37.181684
621;Henríquez de Jorquera 10;-3.600129;37.20349
622;Henríquez de Jorquera 18;-3.600177;37.205007
623;Conde de Torrepalma 4 - Polideportivo;-3.598641;37.2049
